Filename,T,P,HOA,M%,UCV,D,ASA,AVAF,Adsorption
DB12-RIYBAE_clean,298.0,0.1,5.264537,3.7,17204.1,1.22176,2761.46,0.13254,0.538847
DB0-m3_o470_o159_f0_fsc.sym.7,298.0,1.0,6.757993,3.57,1241.1,1.06904,232.337,0.12842,3.338759
DB0-m3_o3_o23_f0_pcu.sym.89,298.0,0.1,4.587036,1.54,5666.69,0.318797,1019.14,0.5225,0.253596
DB0-m3_o14_o15_f0_pcu,298.0,1.0,7.417139,2.7,1219.83,1.0746,126.052,0.04618,3.381191
DB0-m2_o3_o10_f0_pcu.sym.82,338.0,3.2,5.309389,1.69,3022.66,0.67677,643.803,0.16768,4.137719
DB0-m2_o13_o26_f0_pcu.sym.8,298.0,1.0,5.899248,2.5,2578.52,0.578084,502.591,0.34272,3.435179
DB6-cuf_2150,313.0,0.4,4.892285,1.79,3417.3,0.582115,727.741,0.31802,0.925264
DB7-ddmof_6384,338.0,3.2,4.841359,4.2,10655.1,0.634407,2126.14,0.31728,2.924386
DB0-m29_o97_o86_f0_pts.sym.34,298.0,0.1,6.002244,1.94,2722.26,0.685951,452.819,0.28056,0.705306
DB6-cuf_6707,338.0,0.26,4.472748,1.85,3804.09,0.499339,733.652,0.39608,0.284841
DB0-m3_o19_o25_f0_nbo.sym.114,298.0,1.0,3.469274,5.88,18194.9,0.27836,2964.92,0.63726,1.16798
DB0-m29_o88_o149_f0_pts.sym.2,338.0,3.2,5.470934,2.63,2102.77,0.676965,463.636,0.22958,5.524352
DB0-m2_o1_o22_f0_nbo.sym.101,298.0,0.1,3.431226,4.92,4939.9,0.501583,941.377,0.44486,0.119976
DB0-m2_o20_o24_f0_nbo.sym.24,338.0,0.26,2.256157,5.66,17872.3,0.310678,2698.8,0.62412,0.136845
DB0-m29_o83_o86_f0_pts.sym.44,298.0,0.1,5.821814,2.22,2482.98,0.697115,461.202,0.254,0.568238
DB0-m3_o11_o23_f0_pcu.sym.152,338.0,3.2,6.534685,2.25,1767.27,0.804724,280.368,0.06654,5.317801
DB0-m2_o7_o29_f0_pcu.sym.21,338.0,3.2,3.43245,1.52,7911.81,0.327428,1322.09,0.57634,2.052195
DB0-m2_o8_o24_f0_pcu.sym.85,338.0,3.2,4.600096,2.78,2813.12,1.19747,575.758,0.2443,1.053164
DB0-m3_o13_o23_f0_pcu.sym.83,298.0,0.1,5.283677,2.13,2476.58,0.568955,597.447,0.22904,0.421831
DB0-m3_o25_o115_f0_fsc.sym.11,338.0,3.2,4.988152,1.54,3877.33,0.507037,874.158,0.30474,4.859626
DB0-m3_o10_o29_f0_pcu.sym.51,313.0,16.0,7.022445,2.13,1871.07,0.903033,227.56,0.02054,11.580462
DB0-m2_o1_o20_f0_pcu.sym.6,338.0,3.2,4.705565,3.57,1485.02,0.728486,282.918,0.24732,2.810099
DB0-m9_o16_o17_f0_sra.sym.2,338.0,0.26,6.295589,2.82,2688.74,0.899776,391.664,0.10906,0.719607
DB0-m3_o160_o96_f0_fsc.sym.13,313.0,0.4,4.81145,2.13,2865.05,0.585716,568.888,0.33408,1.19474
DB0-m29_o80_o113_f0_pts.sym.55,298.0,0.1,5.980861,2.06,2332.34,0.796962,402.233,0.15006,1.004089
DB0-m29_o90_o52_f0_pts.sym.87,338.0,0.26,4.951154,2.27,2919.7,0.585994,587.589,0.31788,0.378789
DB0-m3_o7_o27_f0_pcu.sym.18,313.0,0.4,3.318375,1.85,5703.36,0.293394,896.97,0.58108,0.51013
DB1-Cu2O8-AZO_A-irmof20_A_No400,313.0,0.4,6.831323,3.85,4312.57,0.570852,908.271,0.30732,4.333223
DB0-m3_o143_o23_f0_fsc.sym.24,338.0,0.26,5.680799,2.47,1484.61,0.916528,194.121,0.14352,0.513044
DB0-m2_o2_o15_f0_nbo.sym.66,298.0,1.0,4.280917,2.44,19464.9,0.398438,3375.05,0.49668,2.016469
DB13-cds-Syn023559,298.0,0.1,6.800088,2.94,2599.12,0.978234,403.195,0.07582,0.794965
DB1-Cu2O8N2-irmof10_A-irmof6_A_No332,298.0,1.0,6.637528,2.7,3721.14,0.780489,732.536,0.18308,12.516726
DB0-m2_o8_o23_f0_pcu.sym.140,298.0,1.0,4.45296,1.36,4173.02,0.507109,819.845,0.33908,2.014071
DB0-m3_o48_o25_f0_fsc.sym.48,298.0,1.0,6.168693,3.12,1308.34,0.877393,255.659,0.1112,4.277026
DB0-m9_o6_o25_f0_sra.sym.33,313.0,0.4,5.356289,2.2,2986.06,1.03605,346.767,0.1187,0.973692
DB0-m3_o9_o23_f0_nbo.sym.63,313.0,0.4,6.030855,1.79,7683.64,0.670211,1368.29,0.21886,1.687793
DB0-m3_o1_o12_f0_pcu.sym.15,313.0,0.4,5.223633,3.7,1183.13,0.801668,212.708,0.15372,1.349264
DB0-m3_o28_o140_f0_fsc,313.0,16.0,5.205456,1.89,4030.14,0.455571,840.133,0.40804,25.723441
DB0-m2_o22_o25_f0_nbo.sym.43,298.0,1.0,3.285038,3.68,7225.87,0.38711,1272.05,0.52864,0.932055
DB0-m3_o115_o23_f0_fsc.sym.16,298.0,0.1,5.40766,1.79,3856.98,0.599872,823.165,0.33784,0.423735
DB0-m3_o17_o90_f0_fsc.sym.69,298.0,1.0,6.493258,2.63,1374.6,1.03331,160.995,0.05084,4.047796
DB0-m3_o20_o150_f0_fsc.sym.44,338.0,0.26,5.68602,2.94,1648.81,0.803002,313.601,0.0776,0.880632
DB0-m9_o18_o28_f0_sra.sym.12,313.0,0.4,6.134104,2.0,4467.63,0.749829,780.602,0.2159,1.864305
DB1-Zn2O8N2-DPAC_A-irmof20_A_No198,298.0,1.0,4.029629,1.92,8904.22,0.365041,1471.78,0.53594,1.683791
DB0-m29_o83_o173_f0_pts.sym.101,298.0,0.1,3.613726,1.39,9704.42,0.557545,1867.47,0.5028,0.119216
DB1-Zn2O8-ADC_A-irmof20_A_No744,338.0,3.2,4.829038,3.57,4495.97,0.541716,1042.97,0.33538,3.890759
DB0-m2_o11_o27_f0_nbo.sym.67,298.0,0.1,2.677391,4.55,18504.5,0.308367,2941.41,0.6201,0.098975
DB5-hypotheticalMOF_5040102_1_0_1_15_13_9,313.0,16.0,5.71235,2.7,2132.57,0.613063,428.769,0.29812,20.102479
DB0-m3_o8_o8_f0_pcu.sym.29,298.0,1.0,3.993028,2.38,9383.9,0.333185,1543.36,0.56928,1.484206
DB0-m29_o88_o430_f0_pts.sym.53,338.0,0.26,4.580996,2.17,3021.96,0.523332,597.079,0.33196,0.368019
DB0-m29_o81_o450_f0_pts.sym.24,298.0,1.0,4.269647,2.78,2646.77,0.554736,549.52,0.36208,2.912353
DB0-m2_o1_o4_f0_nbo.sym.162,338.0,0.26,3.313525,5.31,5013.71,0.519017,987.117,0.43584,0.157873
DB0-m29_o83_o149_f0_pts.sym.91,313.0,0.4,5.394812,2.63,2270.8,0.722676,434.86,0.26072,1.420545
DB0-m3_o25_o114_f0_fsc.sym.71,298.0,0.1,7.35315,3.17,1146.47,1.0027,178.334,0.09864,1.965062
DB0-m2_o16_o25_f0_pcu.sym.106,298.0,1.0,6.039731,2.17,2268.7,0.6528,520.775,0.18638,3.804643
DB0-m3_o8_o8_f0_pcu.sym.92,338.0,3.2,3.470294,1.43,9361.24,0.537367,1648.89,0.37802,2.074356
DB0-m3_o4_o11_f0_nbo.sym.115,338.0,0.26,4.103032,4.84,5274.19,0.481488,1022.51,0.4406,0.238706
DB0-m3_o2_o23_f0_pcu.sym.99,313.0,0.4,4.044703,2.44,3403.94,0.425127,734.998,0.41716,0.634043
DB0-m29_o89_o52_f0_pts.sym.121,338.0,0.26,5.149306,2.44,2497.35,0.649159,511.901,0.2568,0.631866
DB0-m3_o430_o159_f0_fsc.sym.41,298.0,0.1,6.011283,2.56,1722.65,0.814942,279.42,0.22776,0.772587
DB0-m3_o12_o15_f0_pcu.sym.18,298.0,1.0,6.005805,3.57,1249.61,0.825489,228.962,0.15592,3.061536
DB0-m2_o14_o17_f0_nbo.sym.131,313.0,16.0,5.186178,2.26,14127.7,0.64113,2803.24,0.27158,17.81553
DB0-m29_o81_o148_f0_pts.sym.94,313.0,0.4,5.050166,2.78,2135.8,0.690575,479.258,0.2388,1.824378
DB0-m29_o81_o510_f0_pts.sym.7,298.0,0.1,4.49573,2.7,2752.93,0.542078,561.515,0.36596,0.319376
DB0-m2_o6_o23_f0_pcu.sym.115,298.0,0.1,4.365327,2.04,3723.3,0.39065,832.682,0.41698,0.300088
DB0-m3_o6_o7_f0_pcu.sym.6,298.0,0.1,4.211856,3.12,4334.26,0.492857,808.788,0.46306,0.142329
DB1-Zn2O8-ADC_A-DPAC_A_No408,313.0,16.0,6.050525,2.7,6220.15,0.406443,1246.69,0.42244,34.657321
DB0-m3_o24_o520_f0_fsc.sym.7,313.0,16.0,7.143757,3.85,1176.8,1.29639,143.815,0.08232,5.991173
DB0-m2_o7_o24_f0_nbo.sym.165,298.0,0.1,3.322155,2.52,26490.4,0.286239,4242.93,0.59792,0.163913
DB1-Zn2O8N2-DPAC_A-irmof14_A_No274,313.0,16.0,3.680385,2.3,9608.9,0.443762,1587.42,0.52688,17.290261
DB0-m2_o22_itv,313.0,0.4,5.685836,3.7,5879.76,0.880285,1146.34,0.09702,1.365187
DB0-m3_o1480_o1_f0_fsc.sym.3,298.0,1.0,9.51014,4.35,834.909,1.14584,118.191,0.06188,2.517653
DB0-m3_o153_o15_f0_fsc.sym.12,338.0,3.2,9.289733,3.17,1038.97,1.16239,120.237,0.05428,5.400606
DB0-m3_o6_o12_f0_pcu.sym.141,298.0,1.0,5.009698,2.7,2703.98,0.533857,646.83,0.29264,3.718628
DB1-Cu2N8-irmof16_B-irmof20_B_No36,313.0,16.0,6.74845,4.76,2762.98,0.894961,436.067,0.24742,13.381865
DB0-m29_o86_o55_f0_pts.sym.44,298.0,1.0,6.395637,1.72,2366.54,0.821413,453.82,0.10452,3.837103
DB0-m29_o88_o87_f0_pts.sym.44,338.0,0.26,6.60136,2.94,1437.52,0.91968,214.75,0.08734,0.951555
DB0-m18_o4_o92_f0_fsc,298.0,0.1,5.595966,2.33,2048.06,0.730048,446.67,0.18414,0.799455
DB7-ddmof_3880,338.0,0.26,3.958641,3.59,11888.1,0.66839,2228.59,0.34416,0.217312
DB0-m3_o115_o155_f0_fsc.sym.39,298.0,0.1,4.945238,1.33,4757.41,0.49848,990.128,0.35268,0.533285
DB0-m3_o17_o58_tfo,338.0,0.26,3.325164,2.7,9880.27,0.273411,1537.69,0.62908,0.278025
DB5-hypotheticalMOF_5058887_1_0_2_12_17_0,338.0,3.2,3.690161,3.45,2360.84,0.463911,485.227,0.4149,2.535846
DB0-m2_o6_uov,338.0,3.2,2.263813,4.76,44286.0,0.165405,4771.81,0.7638,1.775184
DB0-m3_o18_o20_f0_pcu.sym.89,338.0,3.2,4.26557,2.17,3311.97,0.505151,687.194,0.35374,3.878787
DB5-hypotheticalMOF_17362_0_0_1_2_9_7,338.0,3.2,7.108243,5.13,935.86,0.889041,174.967,0.13626,4.972346
DB0-m3_o160_o109_f0_fsc.sym.66,298.0,1.0,8.007837,2.99,1591.92,0.812916,287.841,0.19254,6.872593
DB0-m29_o88_o1470_f0_pts.sym.121,313.0,0.4,5.203942,2.04,2368.83,0.669068,478.408,0.1944,1.447004
DB5-hypotheticalMOF_4999_2_0_0_1_2_5,313.0,16.0,6.210497,12.12,1325.37,0.790211,300.026,0.30922,13.939258
DB0-m3_o3_o4_f0_nbo.sym.35,313.0,16.0,4.129511,2.01,32956.1,0.292508,5019.28,0.59274,16.964555
DB5-hypotheticalMOF_6001721_0_0_3_15_11_11,298.0,0.1,5.368067,3.33,1004.14,1.01253,143.514,0.12096,0.742878
DB0-m2_o18_o18_f0_pcu.sym.51,338.0,3.2,7.141996,1.43,5026.11,0.810325,511.374,0.05608,6.415577
DB0-m3_o15_o17_f0_nbo.sym.21,313.0,0.4,4.750192,3.37,14462.9,0.610112,2732.39,0.40182,0.84342
DB0-m2_o22_o24_f0_nbo.sym.68,313.0,16.0,5.022547,3.53,4853.38,0.567463,966.412,0.36334,18.776942
DB0-m3_o17_o25_f0_nbo.sym.88,338.0,3.2,4.03318,2.22,28937.5,0.283548,4376.35,0.60168,3.252367
DB0-m3_o1_o27_f0_pcu.sym.33,298.0,0.1,6.696992,1.52,2123.33,0.80699,301.599,0.04902,1.26594
DB5-hypotheticalMOF_8124_0_0_0_0_7_9,298.0,1.0,6.969415,5.97,1383.39,1.03948,201.178,0.08946,3.21446
DB0-m3_o1_o43_f0_fsc.sym.28,313.0,16.0,5.491798,2.78,1197.86,1.15651,79.0943,0.01516,6.396056
DB1-Al2O6-irmof10_B-irmof7_B_No400,338.0,3.2,7.788672,3.33,985.471,1.12284,110.738,0.08414,5.301139
DB6-pMOF_369,298.0,1.0,5.205197,2.86,2148.73,0.587079,449.275,0.32114,3.62076
DB0-m29_o83_o510_f0_pts.sym.55,313.0,0.4,4.639688,2.3,2829.54,0.557132,571.919,0.32332,1.005565
DB0-m29_o97_o90_f0_pts.sym.88,313.0,0.4,4.710804,2.22,3033.33,0.587053,560.566,0.33438,1.544497
DB1-Cu2O8N2-ADC_A-irmof14_A_No41,298.0,0.1,3.967628,2.22,8231.94,0.374319,1483.8,0.50978,0.19471
DB0-m2_o6_o14_f0_nbo.sym.28,298.0,0.1,3.321255,3.7,22271.4,0.354636,3771.73,0.56834,0.125412
DB6-cuf_5608,338.0,0.26,4.856498,1.96,3174.93,0.542834,682.425,0.32556,0.352182
DB0-m9_o23_o23_f0_sra.sym.72,338.0,3.2,6.346399,2.27,3450.09,0.822565,464.741,0.1115,4.474539
DB5-hypotheticalMOF_5047383_1_0_1_19_19_10,313.0,0.4,5.102827,1.82,3794.19,0.419152,956.83,0.35984,1.335371
DB0-m3_o25_o83_f0_fsc.sym.1,313.0,0.4,6.569002,3.45,1373.83,0.828257,241.942,0.22266,3.681894
DB0-m29_o89_o420_f0_pts.sym.23,338.0,3.2,5.772318,2.35,2176.73,0.71964,426.524,0.1687,6.107388
DB1-Cu2O8-AZO_A-DPAC_A_No1161,298.0,0.1,4.581005,2.94,5992.98,0.482975,1166.52,0.39468,0.274831
DB5-hypotheticalMOF_5024926_1_0_0_27_16_4,298.0,0.1,3.515893,3.6,6125.05,0.379095,1057.07,0.54674,0.153196
DB13-cds-Syn027510,338.0,3.2,4.826692,5.56,2682.16,0.720898,686.651,0.23378,3.268175
DB0-m9_o23_o27_f0_sra.sym.100,313.0,16.0,6.390137,2.33,3947.45,0.685301,617.238,0.26054,16.673347
DB1-Zn2O8N2-AZO_A-BDC_A_No463,298.0,1.0,5.723152,1.79,3124.69,0.554635,626.492,0.34524,3.131099
DB7-ddmof_5018,298.0,1.0,5.964678,4.03,6272.95,0.826309,1142.76,0.10002,3.722157
DB0-m29_o88_o510_f0_pts.sym.77,298.0,0.1,4.456271,2.7,2662.22,0.544039,554.838,0.3401,0.31285
DB0-m3_o109_o159_f0_fsc.sym.21,338.0,0.26,6.00096,2.63,1607.96,0.879222,255.1,0.18266,0.94626
DB0-m3_o6_o8_f0_pcu.sym.115,313.0,16.0,5.195035,1.79,4148.85,0.517279,823.247,0.33848,18.861077
DB0-m2_o4_o29_f0_nbo.sym.70,313.0,16.0,4.267998,2.36,25449.6,0.362172,4212.55,0.54142,20.803646
DB0-m9_o3_o13_f0_sra.sym.48,313.0,16.0,7.013812,3.03,2908.73,0.78314,454.906,0.20536,13.352484
DB0-m2_o11_o24_f0_pcu.sym.61,313.0,16.0,8.327462,3.77,1126.82,0.818595,227.786,0.11266,12.281518
DB0-m2_o11_o24_f0_nbo.sym.11,313.0,16.0,4.232563,4.69,5244.79,0.478745,1022.12,0.44506,15.362876
DB0-m29_o90_o44_f0_pts.sym.129,338.0,0.26,5.573828,2.13,2669.2,0.749218,560.469,0.20946,0.55289
DB0-m3_o8_o16_f0_pcu.sym.125,313.0,0.4,4.721131,1.74,3616.81,0.540721,711.615,0.33344,0.782548
DB5-hypotheticalMOF_5012070_1_1_0_20_1_0,338.0,0.26,6.92504,7.27,2054.99,1.21194,239.516,0.0343,1.116492
DB0-m3_o3_o14_f0_nbo.sym.29,298.0,1.0,3.93829,3.03,32949.2,0.213277,4149.35,0.69968,1.715537
DB0-m3_o146_o19_f0_fsc.sym.67,338.0,0.26,5.872892,2.22,1841.8,0.765935,300.883,0.0772,1.000534
DB1-Zn2O8N2-DPAC_A-irmof7_A_No388,313.0,16.0,4.23877,2.47,8328.36,0.474099,1572.81,0.44428,15.532945
DB0-m2_o28_o81_f0_fsc,338.0,0.26,6.118341,2.63,1755.02,0.826656,327.854,0.13056,1.037998
DB5-hypotheticalMOF_5055960_2_0_1_28_19_0,338.0,3.2,3.305699,1.67,8423.23,0.255052,1232.07,0.64492,2.478073
DB0-m2_o1_o9_f0_nbo.sym.135,338.0,3.2,3.886279,4.48,5078.81,0.55132,1000.27,0.38978,2.195386
DB0-m2_o14_o23_f0_nbo.sym.72,298.0,1.0,4.188683,2.97,7372.55,0.493431,1493.16,0.38104,1.74336
DB0-m2_o14_o25_f0_nbo.sym.16,313.0,0.4,3.399118,4.11,7395.1,0.399326,1367.52,0.5162,0.392755
DB0-m3_o25_o540_f0_fsc.sym.34,313.0,0.4,6.065129,1.79,2836.76,0.650764,447.314,0.24666,1.878893
DB0-m2_o50_o148_f0_fsc,313.0,16.0,5.847942,2.7,1957.88,0.685053,482.856,0.2235,18.133521
DB0-m3_o17_o27_f0_nbo.sym.29,298.0,0.1,3.477542,3.16,34963.4,0.267586,4113.5,0.70724,0.185011
DB0-m3_o11_o25_f0_pcu.sym.154,338.0,3.2,5.967953,2.9,1779.81,0.686955,402.357,0.1293,5.15505
DB5-hypotheticalMOF_5018782_3_2_0_19_18_7,338.0,3.2,5.684705,6.45,4989.34,0.876647,746.512,0.07576,2.432141
DB0-m2_o2_o5_f0_nbo.sym.80,313.0,16.0,4.160834,3.3,16551.4,0.405846,2862.03,0.51414,22.278191
DB0-m3_o16_o115_f0_fsc.sym.43,298.0,1.0,5.845267,1.8,3122.0,0.597175,723.504,0.25848,4.221366
DB0-m29_o96_o143_f0_pts.sym.4,313.0,0.4,4.297024,1.69,4431.54,0.458893,863.928,0.4236,0.909955
DB5-hypotheticalMOF_5065336_1_1_2_15_14_4,338.0,3.2,7.692819,3.64,2211.68,1.02034,158.317,0.01572,4.005287
DB0-m3_o11_o12_f0_pcu.sym.68,298.0,0.1,5.328174,3.7,1214.48,0.756347,237.128,0.1538,0.399205
DB5-hypotheticalMOF_5048252_2_1_1_19_18_13,298.0,1.0,5.833671,3.12,3127.93,0.765818,640.864,0.0945,4.74087
DB1-Zn2O8-AZO_A-irmof6_A_No122,338.0,0.26,4.526618,3.57,3840.54,0.54929,916.982,0.29078,0.353228
DB0-m3_o9_o14_f0_nbo.sym.39,338.0,3.2,5.998982,2.69,5245.58,0.732578,837.876,0.22018,4.955613
DB0-m29_o99_o53_f0_pts.sym.9,313.0,16.0,5.750219,2.22,3400.04,0.529577,625.798,0.3865,23.168488
DB0-m29_o86_o86_f0_pts.sym.57,298.0,0.1,5.806142,1.75,2210.06,0.878057,312.035,0.13886,0.998982
DB0-m29_o88_o51_f0_pts.sym.106,298.0,1.0,4.194909,2.5,2418.92,0.600174,522.251,0.26316,3.368681
DB0-m29_o90_o117_f0_pts.sym.52,313.0,16.0,6.220942,1.28,4300.02,0.597799,943.348,0.22814,20.605972
DB0-m15_o145_o148_f0_fsc,298.0,1.0,7.930718,2.56,1961.4,0.716687,465.347,0.2151,4.28981
DB0-m3_o10_o13_f0_pcu.sym.15,313.0,0.4,6.489354,3.85,893.42,1.07271,116.828,0.06556,2.633052
DB0-m2_o9_o26_f0_pcu.sym.35,338.0,0.26,5.22292,1.82,3001.69,0.539949,558.698,0.32636,0.429161
DB1-Zn2O8N2-irmof14_A-irmof8_A_No28,313.0,16.0,6.163113,2.7,5381.34,0.59389,1109.81,0.35488,21.783876
DB5-hypotheticalMOF_5077960_2_1_2_27_20_1,313.0,16.0,6.635483,2.22,5290.81,0.785676,1182.55,0.11918,14.759737
DB0-m2_o9_o25_f0_nbo.sym.80,338.0,3.2,4.662713,2.13,7368.24,0.642667,1322.0,0.25206,3.152446
DB0-m29_o99_o109_f0_pts.sym.4,338.0,0.26,4.391625,2.13,2955.28,0.583489,531.859,0.33226,0.292863
DB0-m29_o90_o1510_f0_pts.sym.3,313.0,16.0,4.941728,2.2,3816.05,0.43967,763.318,0.42956,25.442499
DB12-XEDPED_freeONLY,338.0,3.2,3.819396,4.0,11342.3,1.03509,1391.6,0.11742,3.401119
DB0-m9_o13_o16_f0_sra.sym.17,313.0,16.0,7.663819,3.7,2245.62,0.958741,342.844,0.1105,9.747586
DB0-m29_o80_o102_f0_pts.sym.25,313.0,0.4,5.709556,2.17,2451.32,0.712898,518.302,0.18892,2.348679
DB0-m3_o9_o14_f0_nbo.sym.86,298.0,0.1,5.704284,2.78,5236.42,0.712912,860.769,0.23306,0.871734
DB0-m2_o11_o20_f0_nbo.sym.77,338.0,0.26,2.596512,5.26,13893.9,0.339922,2441.54,0.5649,0.124249
DB0-m2_o5_o23_f0_nbo.sym.85,298.0,1.0,3.428768,4.0,10744.2,0.512602,2869.53,0.34082,1.467942
DB0-m3_o21_o23_f0_pcu.sym.157,298.0,0.1,7.029899,1.71,2910.84,0.643867,547.093,0.13724,1.204346
DB13-lvt-Syn025958,313.0,16.0,6.138983,3.23,15952.2,0.65274,3322.54,0.2674,18.566598
DB0-m2_o24_o28_f0_nbo.sym.129,338.0,0.26,3.552888,2.8,21217.7,0.372358,3683.82,0.54042,0.16794
DB0-m2_o4_o4_f0_nbo.sym.73,338.0,3.2,4.289813,3.03,10174.7,0.606737,2069.88,0.27556,2.785619
DB0-m3_o460_o6_f0_fsc.sym.6,298.0,1.0,7.697253,4.76,1061.75,1.04321,192.311,0.12152,3.471047
DB0-m3_o152_o21_f0_fsc.sym.25,298.0,1.0,7.260514,2.78,1349.8,0.887432,225.93,0.07718,3.020817
DB5-hypotheticalMOF_5015667_3_1_0_3_18_12,298.0,1.0,5.486462,6.9,3481.23,0.791779,878.857,0.10848,2.730918
DB7-ddmof_22448,298.0,1.0,2.984033,2.4,61733.4,0.143556,6403.83,0.7722,1.305214
DB0-m3_o28_o29_f0_pcu,338.0,3.2,3.387959,1.15,35229.5,0.170465,3648.46,0.75808,3.026389
DB0-m3_o17_o19_f0_nbo.sym.1,298.0,1.0,3.946296,4.11,21571.9,0.27981,3196.53,0.64634,1.676405
DB5-hypotheticalMOF_5001198_1_0_0_12_24_4,338.0,3.2,2.484493,5.13,5033.35,0.350384,878.372,0.57116,1.533085
DB5-hypotheticalMOF_5019857_2_1_0_23_17_6,298.0,0.1,4.974534,4.26,5565.99,0.715596,1253.51,0.1554,0.478933
DB0-m3_o8_o11_f0_pcu.sym.139,313.0,16.0,5.119207,2.17,3036.94,0.494045,686.182,0.34782,21.021998
DB0-m3_o12_o15_f0_pcu.sym.49,298.0,0.1,6.161644,3.33,1227.77,0.924238,212.142,0.0755,1.147015
DB0-m2_o14_o20_f0_nbo.sym.33,313.0,0.4,3.341879,4.23,13391.7,0.443985,2635.84,0.46468,0.387631
DB0-m3_o146_o155_f0_fsc.sym.97,313.0,0.4,5.555788,1.52,3167.67,0.617502,636.387,0.22026,2.037547
DB0-m3_o160_o530_f0_fsc.sym.24,298.0,1.0,5.419504,2.41,2136.1,0.769911,430.946,0.18358,5.806458
DB0-m2_o2_o25_f0_nbo.sym.135,313.0,16.0,2.582652,3.61,28676.1,0.220576,3733.0,0.70402,13.855636
DB0-m29_o90_o47_f0_pts.sym.20,298.0,0.1,4.922574,2.86,2227.0,0.727842,471.997,0.2602,0.390098
DB5-hypotheticalMOF_21189_1_0_1_10_24_11,313.0,0.4,4.748009,1.64,2829.2,0.631375,594.482,0.24968,1.298548
DB0-m3_o20_o510_f0_fsc.sym.26,298.0,1.0,5.903839,3.57,1449.18,0.792023,280.12,0.25538,3.211992
DB0-m3_o150_o14_f0_fsc.sym.32,298.0,1.0,5.102994,3.12,1199.17,1.10535,183.336,0.067,2.821758
DB0-m2_o16_o21_f0_pcu.sym.37,313.0,0.4,5.197487,2.67,1939.98,0.663981,426.393,0.19838,1.223049
DB0-m3_o2_o20_f0_nbo.sym.94,298.0,0.1,3.392612,4.05,13594.8,0.229558,1726.39,0.70386,0.141872
DB0-m2_o8_o26_f0_pcu.sym.97,298.0,1.0,5.367624,1.96,4544.85,0.389795,811.457,0.50086,1.647127
DB0-m3_o3_o14_f0_nbo.sym.103,298.0,1.0,3.615652,2.7,33006.0,0.232851,4370.8,0.67588,1.846913
DB0-m3_o155_o1510_f0_fsc.sym.43,298.0,1.0,3.66022,1.82,2902.23,0.713801,569.818,0.22834,3.180355
DB0-m29_o93_o46_f0_pts.sym.113,313.0,0.4,5.459927,2.78,1868.55,0.730675,402.899,0.18794,1.391594
DB0-m29_o89_o143_f0_pts.sym.63,298.0,0.1,5.731141,2.25,2470.45,0.662999,439.956,0.25348,0.713148
DB0-m29_o99_o148_f0_pts.sym.17,313.0,0.4,4.641467,2.78,2330.37,0.659228,470.298,0.29084,1.484594
DB1-Cu2O8-irmof14_A-TePM_No33,313.0,16.0,5.561027,3.19,5970.78,0.61147,1394.94,0.32506,22.655436
DB0-m2_o9_o15_f0_nbo.sym.89,313.0,0.4,5.846008,2.78,5081.94,0.746806,859.725,0.21264,1.187868
DB0-m29_o82_o148_f0_pts.sym.62,338.0,0.26,5.865809,2.38,1972.83,0.802431,406.091,0.09484,1.222882
DB0-m29_o80_o49_f0_pts.sym.85,313.0,16.0,10.241676,2.25,2082.91,0.817444,378.626,0.12004,14.78628
DB1-Zn2O8N2-DPAC_A-irmof20_A_No312,313.0,0.4,3.759558,2.67,8904.22,0.37305,1485.03,0.55382,0.453293
DB0-m3_o10_o18_f0_pcu.sym.19,338.0,0.26,7.38022,3.03,999.307,1.12214,142.296,0.0574,2.20951
DB5-hypotheticalMOF_5044660_0_0_1_3_2_6,298.0,1.0,5.676331,6.06,770.857,1.04691,120.378,0.05764,3.021337
DB0-m3_o160_o540_f0_fsc.sym.32,313.0,0.4,5.85262,1.94,2671.94,0.672831,574.324,0.2264,2.528435
DB0-m29_o97_o54_f0_pts.sym.38,313.0,16.0,6.226224,1.52,4193.0,0.566623,956.85,0.2896,23.844942
DB0-m3_o8_o18_f0_pcu.sym.85,338.0,0.26,5.312647,1.49,4174.45,0.500342,769.221,0.3784,0.480857
DB0-m3_o144_o148_f0_fsc,313.0,16.0,4.995429,2.22,2937.34,0.530026,608.945,0.35296,24.209853
DB0-m2_o20_o24_f0_nbo.sym.24,338.0,3.2,2.160732,5.66,17872.3,0.310678,2698.8,0.62412,1.038127
DB0-m3_o16_o52_f0_fsc.sym.8,338.0,0.26,5.937934,3.23,1467.31,0.847926,296.698,0.16352,0.974032
DB0-m29_o99_o148_f0_pts.sym.29,313.0,16.0,7.146194,2.17,2260.3,0.756211,459.861,0.15078,14.243905
DB13-nbo-Syn035774,338.0,0.26,4.176432,4.0,10882.9,0.614696,1919.88,0.3598,0.203966
DB0-m3_o24_o152_f0_fsc.sym.36,338.0,0.26,6.441473,3.7,1014.31,1.45539,106.28,0.04328,0.844928
DB0-m3_o46_o23_f0_fsc.sym.25,338.0,3.2,6.74378,3.85,1049.11,1.31035,130.301,0.03586,3.898103
DB0-m29_o88_o149_f0_pts.sym.65,338.0,3.2,5.617319,2.53,2115.76,0.683816,484.279,0.1818,6.319814
DB0-m3_o16_o96_f0_fsc.sym.60,313.0,16.0,8.756128,1.92,2486.33,0.767105,443.634,0.21804,16.254352
